"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","HUR","TOT","PC_LF","M","2012-08",8.07218,"E"
"OECD","HUR","TOT","PC_LF","M","2012-09",8.051287,"E"
"OECD","HUR","TOT","PC_LF","M","2012-10",8.097673,"E"
"OECD","HUR","TOT","PC_LF","M","2012-11",8.161655,"E"
"OECD","HUR","TOT","PC_LF","M","2012-12",8.206093,"E"
"OECD","HUR","TOT","PC_LF","M","2013-01",8.297994,"E"
"OECD","HUR","TOT","PC_LF","M","2013-02",8.203816,"E"
"OECD","HUR","TOT","PC_LF","M","2013-03",8.140067,"E"
"OECD","HUR","TOT","PC_LF","M","2013-04",8.166019,"E"
"OECD","HUR","TOT","PC_LF","M","2013-05",8.088064,"E"
"OECD","HUR","TOT","PC_LF","M","2013-06",8.04356,"E"
"OECD","HUR","TOT","PC_LF","M","2013-07",7.944854,"E"
"OECD","HUR","TOT","PC_LF","M","2013-08",7.967153,"E"
"OECD","HUR","TOT","PC_LF","M","2013-09",7.937621,"E"
"OECD","HUR","TOT","PC_LF","M","2013-10",7.862328,"E"
"OECD","HUR","TOT","PC_LF","M","2013-11",7.79509,"E"
"OECD","HUR","TOT","PC_LF","M","2013-12",7.710412,"E"
"OECD","HUR","TOT","PC_LF","M","2014-01",7.685009,"E"
"OECD","HUR","TOT","PC_LF","M","2014-02",7.697558,"E"
"OECD","HUR","TOT","PC_LF","M","2014-03",7.693556,"E"
"OECD","HUR","TOT","PC_LF","M","2014-04",7.515913,"E"
"OECD","HUR","TOT","PC_LF","M","2014-05",7.503818,"E"
"OECD","HUR","TOT","PC_LF","M","2014-06",7.423654,"E"
"OECD","HUR","TOT","PC_LF","M","2014-07",7.4542,"E"
"OECD","HUR","TOT","PC_LF","M","2014-08",7.380203,"E"
"OECD","HUR","TOT","PC_LF","M","2014-09",7.315249,"E"
"OECD","HUR","TOT","PC_LF","M","2014-10",7.274231,"E"
"OECD","HUR","TOT","PC_LF","M","2014-11",7.285726,"E"
"OECD","HUR","TOT","PC_LF","M","2014-12",7.145084,"E"
"OECD","HUR","TOT","PC_LF","M","2015-01",7.152802,"E"
"OECD","HUR","TOT","PC_LF","M","2015-02",7.09868,"E"
"OECD","HUR","TOT","PC_LF","M","2015-03",7.035151,"E"
"OECD","HUR","TOT","PC_LF","M","2015-04",7.030467,"E"
"OECD","HUR","TOT","PC_LF","M","2015-05",7.014092,"E"
"OECD","HUR","TOT","PC_LF","M","2015-06",6.900666,"E"
"OECD","HUR","TOT","PC_LF","M","2015-07",6.81839,"E"
"OECD","HUR","TOT","PC_LF","M","2015-08",6.770187,"E"
"OECD","HUR","TOT","PC_LF","M","2015-09",6.750463,"E"
"OECD","HUR","TOT","PC_LF","M","2015-10",6.731839,"E"
"OECD","HUR","TOT","PC_LF","M","2015-11",6.650088,"E"
"OECD","HUR","TOT","PC_LF","M","2015-12",6.68901,"E"
"OECD","HUR","TOT","PC_LF","M","2016-01",6.600637,"E"
"OECD","HUR","TOT","PC_LF","M","2016-02",6.597211,"E"
"OECD","HUR","TOT","PC_LF","M","2016-03",6.61268,"E"
"OECD","HUR","TOT","PC_LF","M","2016-04",6.534519,"E"
"OECD","HUR","TOT","PC_LF","M","2016-05",6.467169,"E"
"OECD","HUR","TOT","PC_LF","M","2016-06",6.466081,"E"
"OECD","HUR","TOT","PC_LF","M","2016-07",6.41857,"E"
"OECD","HUR","TOT","PC_LF","M","2016-08",6.430097,"E"
"OECD","HUR","TOT","PC_LF","M","2016-09",6.449276,"E"
"OECD","HUR","TOT","PC_LF","M","2016-10",6.389531,"E"
"OECD","HUR","TOT","PC_LF","M","2016-11",6.325572,"E"
"OECD","HUR","TOT","PC_LF","M","2016-12",6.335069,"E"
"OECD","HUR","TOT","PC_LF","M","2017-01",6.261618,"E"
"OECD","HUR","TOT","PC_LF","M","2017-02",6.215021,"E"
"OECD","HUR","TOT","PC_LF","M","2017-03",6.128466,"E"
"OECD","HUR","TOT","PC_LF","M","2017-04",6.02718,"E"
"OECD","HUR","TOT","PC_LF","M","2017-05",6.025798,"E"
"OECD","HUR","TOT","PC_LF","M","2017-06",5.894707,"E"
"OECD","HUR","TOT","PC_LF","M","2017-07",5.85327,"E"
"OECD","HUR","TOT","PC_LF","M","2017-08",5.871681,"E"
"OECD","HUR","TOT","PC_LF","M","2017-09",5.817812,"E"
"OECD","HUR","TOT","PC_LF","M","2017-10",5.761226,"E"
"OECD","HUR","TOT","PC_LF","M","2017-11",5.745708,"E"
"OECD","HUR","TOT","PC_LF","M","2017-12",5.680615,"E"
"OECD","HUR","TOT","PC_LF","M","2018-01",5.589175,"E"
"OECD","HUR","TOT","PC_LF","M","2018-02",5.583318,"E"
"OECD","HUR","TOT","PC_LF","M","2018-03",5.545424,"E"
"OECD","HUR","TOT","PC_LF","M","2018-04",5.542068,"E"
"OECD","HUR","TOT","PC_LF","M","2018-05",5.42841,"E"
"OECD","HUR","TOT","PC_LF","M","2018-06",5.478402,"E"
"OECD","HUR","TOT","PC_LF","M","2018-07",5.421533,"E"
"OECD","HUR","TOT","PC_LF","M","2018-08",5.446696,"E"
"OECD","HUR","TOT","PC_LF","M","2018-09",5.428144,"E"
"OECD","HUR","TOT","PC_LF","M","2018-10",5.46738,"E"
"OECD","HUR","TOT","PC_LF","M","2018-11",5.482887,"E"
"OECD","HUR","TOT","PC_LF","M","2018-12",5.56335,"E"
"OECD","HUR","TOT","PC_LF","M","2019-01",5.600951,"E"
"OECD","HUR","TOT","PC_LF","M","2019-02",5.50528,"E"
"OECD","HUR","TOT","PC_LF","M","2019-03",5.531717,"E"
"OECD","HUR","TOT","PC_LF","M","2019-04",5.434868,"E"
"OECD","HUR","TOT","PC_LF","M","2019-05",5.402479,"E"
"OECD","HUR","TOT","PC_LF","M","2019-06",5.341828,"E"
"OECD","HUR","TOT","PC_LF","M","2019-07",5.397859,"E"
"OECD","HUR","TOT","PC_LF","M","2019-08",5.38282,"E"
"OECD","HUR","TOT","PC_LF","M","2019-09",5.357305,"E"
"OECD","HUR","TOT","PC_LF","M","2019-10",5.374238,"E"
"OECD","HUR","TOT","PC_LF","M","2019-11",5.36986,"E"
"OECD","HUR","TOT","PC_LF","M","2019-12",5.320306,"E"
"OECD","HUR","TOT","PC_LF","M","2020-01",5.358015,"E"
"OECD","HUR","TOT","PC_LF","M","2020-02",5.283805,"E"
"OECD","HUR","TOT","PC_LF","M","2020-03",5.587752,"E"
"OECD","HUR","TOT","PC_LF","M","2020-04",8.799771,"E"
"OECD","HUR","TOT","PC_LF","M","2020-05",8.644238,"E"
"OECD","HUR","TOT","PC_LF","M","2020-06",8.29508,"E"
"OECD","HUR","TOT","PC_LF","M","2020-07",8.1469,"E"
"OECD","HUR","TOT","PC_LF","M","2020-08",7.561595,"E"
"OECD","HUR","TOT","PC_LF","M","2020-09",7.380198,"E"
"OECD","HUR","TOT","PC_LF","M","2020-10",7.12568,"E"
"OECD","HUR","TOT","PC_LF","M","2020-11",6.948235,"E"
"OECD","HUR","TOT","PC_LF","M","2020-12",6.908658,"E"
"OECD","HUR","TOT","PC_LF","M","2021-01",6.871547,"E"
"OECD","HUR","TOT","PC_LF","M","2021-02",6.743709,"E"
"OECD","HUR","TOT","PC_LF","M","2021-03",6.594774,"E"
"OECD","HUR","TOT","PC_LF","M","2021-04",6.697423,"E"
"OECD","HUR","TOT","PC_LF","M","2021-05",6.47499,"E"
"OECD","HUR","TOT","PC_LF","M","2021-06",6.292642,"E"
"OECD","HUR","TOT","PC_LF","M","2021-07",6.022478,"E"
"OECD","HUR","TOT","PC_LF","M","2021-08",5.935728,"E"
"OECD","HUR","TOT","PC_LF","M","2021-09",5.730951,"E"
"OECD","HUR","TOT","PC_LF","M","2021-10",5.654105,"E"
"OECD","HUR","TOT","PC_LF","M","2021-11",5.494042,"E"
"OECD","HUR","TOT","PC_LF","M","2021-12",5.356094,"E"
"OECD","HUR","TOT","PC_LF","M","2022-01",5.333536,"E"
"OECD","HUR","TOT","PC_LF","M","2022-02",5.166166,"E"
"OECD","HUR","TOT","PC_LF","M","2022-03",5.060878,"E"
"OECD","HUR","TOT","PC_LF","M","2022-04",4.96761,"E"
"OECD","HUR","TOT","PC_LF","M","2022-05",4.96202,"E"
"OECD","HUR","TOT","PC_LF","M","2022-06",4.936116,"E"
"OECD","HUR","TOT","PC_LF","M","2022-07",4.836278,"E"
"OECD","HUR","TOT","PC_LF","M","2022-08",4.866018,"E"
"EA19","HUR","TOT","PC_LF","M","1990-07",7.589817,"E"
"EA19","HUR","TOT","PC_LF","M","1990-08",7.644053,"E"
"EA19","HUR","TOT","PC_LF","M","1990-09",7.69924,"E"
"EA19","HUR","TOT","PC_LF","M","1990-10",7.724481,"E"
"EA19","HUR","TOT","PC_LF","M","1990-11",7.762915,"E"
"EA19","HUR","TOT","PC_LF","M","1990-12",7.79253,"E"
"EA19","HUR","TOT","PC_LF","M","1991-01",7.790544,"E"
"EA19","HUR","TOT","PC_LF","M","1991-02",7.80848,"E"
"EA19","HUR","TOT","PC_LF","M","1991-03",7.83097,"E"
"EA19","HUR","TOT","PC_LF","M","1991-04",7.86967,"E"
"EA19","HUR","TOT","PC_LF","M","1991-05",7.929185,"E"
"EA19","HUR","TOT","PC_LF","M","1991-06",7.594852,"E"
"EA19","HUR","TOT","PC_LF","M","1991-07",7.763278,"E"
"EA19","HUR","TOT","PC_LF","M","1991-08",7.822947,"E"
"EA19","HUR","TOT","PC_LF","M","1991-09",7.842628,"E"
"EA19","HUR","TOT","PC_LF","M","1991-10",7.900774,"E"
"EA19","HUR","TOT","PC_LF","M","1991-11",7.95415,"E"
"EA19","HUR","TOT","PC_LF","M","1991-12",7.974288,"E"
"EA19","HUR","TOT","PC_LF","M","1992-01",8.134561,"E"
"EA19","HUR","TOT","PC_LF","M","1992-02",8.1439,"E"
"EA19","HUR","TOT","PC_LF","M","1992-03",8.194921,"E"
"EA19","HUR","TOT","PC_LF","M","1992-04",8.2501,"E"
"EA19","HUR","TOT","PC_LF","M","1992-05",8.264141,"E"
"EA19","HUR","TOT","PC_LF","M","1992-06",8.359922,"E"
"EA19","HUR","TOT","PC_LF","M","1992-07",8.469437,"E"
"EA19","HUR","TOT","PC_LF","M","1992-08",8.586491,"E"
"EA19","HUR","TOT","PC_LF","M","1992-09",8.698858,"E"
"EA19","HUR","TOT","PC_LF","M","1992-10",8.880807,"E"
"EA19","HUR","TOT","PC_LF","M","1992-11",8.98692,"E"
"EA19","HUR","TOT","PC_LF","M","1992-12",9.116936,"B"
"EA19","HUR","TOT","PC_LF","M","1993-01",9.4,
"EA19","HUR","TOT","PC_LF","M","1993-02",9.5,
"EA19","HUR","TOT","PC_LF","M","1993-03",9.7,
"EA19","HUR","TOT","PC_LF","M","1993-04",9.9,
"EA19","HUR","TOT","PC_LF","M","1993-05",10,
"EA19","HUR","TOT","PC_LF","M","1993-06",10.2,
"EA19","HUR","TOT","PC_LF","M","1993-07",10.3,
"EA19","HUR","TOT","PC_LF","M","1993-08",10.4,
"EA19","HUR","TOT","PC_LF","M","1993-09",10.5,
"EA19","HUR","TOT","PC_LF","M","1993-10",10.6,
"EA19","HUR","TOT","PC_LF","M","1993-11",10.7,
"EA19","HUR","TOT","PC_LF","M","1993-12",10.8,
"EA19","HUR","TOT","PC_LF","M","1994-01",10.8,
"EA19","HUR","TOT","PC_LF","M","1994-02",10.9,
"EA19","HUR","TOT","PC_LF","M","1994-03",10.9,
"EA19","HUR","TOT","PC_LF","M","1994-04",10.9,
"EA19","HUR","TOT","PC_LF","M","1994-05",10.9,
"EA19","HUR","TOT","PC_LF","M","1994-06",10.9,
"EA19","HUR","TOT","PC_LF","M","1994-07",10.9,
"EA19","HUR","TOT","PC_LF","M","1994-08",10.8,
"EA19","HUR","TOT","PC_LF","M","1994-09",10.8,
"EA19","HUR","TOT","PC_LF","M","1994-10",10.9,
"EA19","HUR","TOT","PC_LF","M","1994-11",10.8,
"EA19","HUR","TOT","PC_LF","M","1994-12",10.8,"B"
"EA19","HUR","TOT","PC_LF","M","1995-01",10.7,
"EA19","HUR","TOT","PC_LF","M","1995-02",10.7,
"EA19","HUR","TOT","PC_LF","M","1995-03",10.6,
"EA19","HUR","TOT","PC_LF","M","1995-04",10.6,
"EA19","HUR","TOT","PC_LF","M","1995-05",10.6,
"EA19","HUR","TOT","PC_LF","M","1995-06",10.6,
"EA19","HUR","TOT","PC_LF","M","1995-07",10.6,
"EA19","HUR","TOT","PC_LF","M","1995-08",10.6,
"EA19","HUR","TOT","PC_LF","M","1995-09",10.7,
"EA19","HUR","TOT","PC_LF","M","1995-10",10.7,
"EA19","HUR","TOT","PC_LF","M","1995-11",10.7,
"EA19","HUR","TOT","PC_LF","M","1995-12",10.7,
"EA19","HUR","TOT","PC_LF","M","1996-01",10.7,
"EA19","HUR","TOT","PC_LF","M","1996-02",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-03",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-04",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-05",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-06",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-07",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-08",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-09",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-10",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-11",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-12",10.8,
"EA19","HUR","TOT","PC_LF","M","1997-01",10.8,
"EA19","HUR","TOT","PC_LF","M","1997-02",10.9,
"EA19","HUR","TOT","PC_LF","M","1997-03",10.8,
"EA19","HUR","TOT","PC_LF","M","1997-04",10.9,
"EA19","HUR","TOT","PC_LF","M","1997-05",10.8,
"EA19","HUR","TOT","PC_LF","M","1997-06",10.8,
"EA19","HUR","TOT","PC_LF","M","1997-07",10.7,
"EA19","HUR","TOT","PC_LF","M","1997-08",10.7,
"EA19","HUR","TOT","PC_LF","M","1997-09",10.7,
"EA19","HUR","TOT","PC_LF","M","1997-10",10.7,
"EA19","HUR","TOT","PC_LF","M","1997-11",10.6,
"EA19","HUR","TOT","PC_LF","M","1997-12",10.6,
"EA19","HUR","TOT","PC_LF","M","1998-01",10.5,
"EA19","HUR","TOT","PC_LF","M","1998-02",10.5,
"EA19","HUR","TOT","PC_LF","M","1998-03",10.5,
"EA19","HUR","TOT","PC_LF","M","1998-04",10.6,
"EA19","HUR","TOT","PC_LF","M","1998-05",10.6,
"EA19","HUR","TOT","PC_LF","M","1998-06",10.5,
"EA19","HUR","TOT","PC_LF","M","1998-07",10.5,
"EA19","HUR","TOT","PC_LF","M","1998-08",10.4,
"EA19","HUR","TOT","PC_LF","M","1998-09",10.4,
"EA19","HUR","TOT","PC_LF","M","1998-10",10.3,
"EA19","HUR","TOT","PC_LF","M","1998-11",10.3,
"EA19","HUR","TOT","PC_LF","M","1998-12",10.2,
"EA19","HUR","TOT","PC_LF","M","1999-01",10.1,
"EA19","HUR","TOT","PC_LF","M","1999-02",10,
"EA19","HUR","TOT","PC_LF","M","1999-03",9.9,
"EA19","HUR","TOT","PC_LF","M","1999-04",9.9,
"EA19","HUR","TOT","PC_LF","M","1999-05",9.9,
"EA19","HUR","TOT","PC_LF","M","1999-06",9.8,
"EA19","HUR","TOT","PC_LF","M","1999-07",9.8,
"EA19","HUR","TOT","PC_LF","M","1999-08",9.7,
"EA19","HUR","TOT","PC_LF","M","1999-09",9.7,
"EA19","HUR","TOT","PC_LF","M","1999-10",9.6,
"EA19","HUR","TOT","PC_LF","M","1999-11",9.6,
"EA19","HUR","TOT","PC_LF","M","1999-12",9.5,
"EA19","HUR","TOT","PC_LF","M","2000-01",9.4,
"EA19","HUR","TOT","PC_LF","M","2000-02",9.3,
"EA19","HUR","TOT","PC_LF","M","2000-03",9.2,
"EA19","HUR","TOT","PC_LF","M","2000-04",9.1,
"EA19","HUR","TOT","PC_LF","M","2000-05",9,
"EA19","HUR","TOT","PC_LF","M","2000-06",9,
"EA19","HUR","TOT","PC_LF","M","2000-07",9,
"EA19","HUR","TOT","PC_LF","M","2000-08",8.9,
"EA19","HUR","TOT","PC_LF","M","2000-09",8.8,
"EA19","HUR","TOT","PC_LF","M","2000-10",8.7,
"EA19","HUR","TOT","PC_LF","M","2000-11",8.7,
"EA19","HUR","TOT","PC_LF","M","2000-12",8.6,
"EA19","HUR","TOT","PC_LF","M","2001-01",8.5,
"EA19","HUR","TOT","PC_LF","M","2001-02",8.4,
"EA19","HUR","TOT","PC_LF","M","2001-03",8.4,
"EA19","HUR","TOT","PC_LF","M","2001-04",8.4,
"EA19","HUR","TOT","PC_LF","M","2001-05",8.4,
"EA19","HUR","TOT","PC_LF","M","2001-06",8.4,
"EA19","HUR","TOT","PC_LF","M","2001-07",8.4,
"EA19","HUR","TOT","PC_LF","M","2001-08",8.4,
"EA19","HUR","TOT","PC_LF","M","2001-09",8.4,
"EA19","HUR","TOT","PC_LF","M","2001-10",8.4,
"EA19","HUR","TOT","PC_LF","M","2001-11",8.5,
"EA19","HUR","TOT","PC_LF","M","2001-12",8.5,
"EA19","HUR","TOT","PC_LF","M","2002-01",8.5,
"EA19","HUR","TOT","PC_LF","M","2002-02",8.5,
"EA19","HUR","TOT","PC_LF","M","2002-03",8.5,
"EA19","HUR","TOT","PC_LF","M","2002-04",8.6,
"EA19","HUR","TOT","PC_LF","M","2002-05",8.6,
"EA19","HUR","TOT","PC_LF","M","2002-06",8.6,
"EA19","HUR","TOT","PC_LF","M","2002-07",8.7,
"EA19","HUR","TOT","PC_LF","M","2002-08",8.7,
"EA19","HUR","TOT","PC_LF","M","2002-09",8.8,
"EA19","HUR","TOT","PC_LF","M","2002-10",8.8,
"EA19","HUR","TOT","PC_LF","M","2002-11",8.9,
"EA19","HUR","TOT","PC_LF","M","2002-12",8.9,
"EA19","HUR","TOT","PC_LF","M","2003-01",9,
"EA19","HUR","TOT","PC_LF","M","2003-02",9.1,
"EA19","HUR","TOT","PC_LF","M","2003-03",9.1,
"EA19","HUR","TOT","PC_LF","M","2003-04",9.1,
"EA19","HUR","TOT","PC_LF","M","2003-05",9.1,
"EA19","HUR","TOT","PC_LF","M","2003-06",9.2,
"EA19","HUR","TOT","PC_LF","M","2003-07",9.1,
"EA19","HUR","TOT","PC_LF","M","2003-08",9.1,
"EA19","HUR","TOT","PC_LF","M","2003-09",9.1,
"EA19","HUR","TOT","PC_LF","M","2003-10",9.1,
"EA19","HUR","TOT","PC_LF","M","2003-11",9.2,
"EA19","HUR","TOT","PC_LF","M","2003-12",9.2,
"EA19","HUR","TOT","PC_LF","M","2004-01",9.3,
"EA19","HUR","TOT","PC_LF","M","2004-02",9.3,
"EA19","HUR","TOT","PC_LF","M","2004-03",9.4,
"EA19","HUR","TOT","PC_LF","M","2004-04",9.4,
"EA19","HUR","TOT","PC_LF","M","2004-05",9.3,
"EA19","HUR","TOT","PC_LF","M","2004-06",9.3,
"EA19","HUR","TOT","PC_LF","M","2004-07",9.3,
"EA19","HUR","TOT","PC_LF","M","2004-08",9.3,
"EA19","HUR","TOT","PC_LF","M","2004-09",9.4,
"EA19","HUR","TOT","PC_LF","M","2004-10",9.4,
"EA19","HUR","TOT","PC_LF","M","2004-11",9.4,
"EA19","HUR","TOT","PC_LF","M","2004-12",9.3,
"EA19","HUR","TOT","PC_LF","M","2005-01",9.3,
"EA19","HUR","TOT","PC_LF","M","2005-02",9.2,
"EA19","HUR","TOT","PC_LF","M","2005-03",9.2,
"EA19","HUR","TOT","PC_LF","M","2005-04",9.3,
"EA19","HUR","TOT","PC_LF","M","2005-05",9.3,
"EA19","HUR","TOT","PC_LF","M","2005-06",9.3,
"EA19","HUR","TOT","PC_LF","M","2005-07",9.2,
"EA19","HUR","TOT","PC_LF","M","2005-08",9.1,
"EA19","HUR","TOT","PC_LF","M","2005-09",9.1,
"EA19","HUR","TOT","PC_LF","M","2005-10",9.1,
"EA19","HUR","TOT","PC_LF","M","2005-11",9.1,
"EA19","HUR","TOT","PC_LF","M","2005-12",9,
"EA19","HUR","TOT","PC_LF","M","2006-01",8.9,
"EA19","HUR","TOT","PC_LF","M","2006-02",8.9,
"EA19","HUR","TOT","PC_LF","M","2006-03",8.8,
"EA19","HUR","TOT","PC_LF","M","2006-04",8.7,
"EA19","HUR","TOT","PC_LF","M","2006-05",8.6,
"EA19","HUR","TOT","PC_LF","M","2006-06",8.5,
"EA19","HUR","TOT","PC_LF","M","2006-07",8.4,
"EA19","HUR","TOT","PC_LF","M","2006-08",8.3,
"EA19","HUR","TOT","PC_LF","M","2006-09",8.3,
"EA19","HUR","TOT","PC_LF","M","2006-10",8.2,
"EA19","HUR","TOT","PC_LF","M","2006-11",8.1,
"EA19","HUR","TOT","PC_LF","M","2006-12",8,
"EA19","HUR","TOT","PC_LF","M","2007-01",8,
"EA19","HUR","TOT","PC_LF","M","2007-02",7.9,
"EA19","HUR","TOT","PC_LF","M","2007-03",7.8,
"EA19","HUR","TOT","PC_LF","M","2007-04",7.7,
"EA19","HUR","TOT","PC_LF","M","2007-05",7.6,
"EA19","HUR","TOT","PC_LF","M","2007-06",7.6,
"EA19","HUR","TOT","PC_LF","M","2007-07",7.6,
"EA19","HUR","TOT","PC_LF","M","2007-08",7.5,
"EA19","HUR","TOT","PC_LF","M","2007-09",7.5,
"EA19","HUR","TOT","PC_LF","M","2007-10",7.4,
"EA19","HUR","TOT","PC_LF","M","2007-11",7.4,
"EA19","HUR","TOT","PC_LF","M","2007-12",7.4,
"EA19","HUR","TOT","PC_LF","M","2008-01",7.4,
"EA19","HUR","TOT","PC_LF","M","2008-02",7.4,
"EA19","HUR","TOT","PC_LF","M","2008-03",7.3,
"EA19","HUR","TOT","PC_LF","M","2008-04",7.4,
"EA19","HUR","TOT","PC_LF","M","2008-05",7.5,
"EA19","HUR","TOT","PC_LF","M","2008-06",7.6,
"EA19","HUR","TOT","PC_LF","M","2008-07",7.6,
"EA19","HUR","TOT","PC_LF","M","2008-08",7.7,
"EA19","HUR","TOT","PC_LF","M","2008-09",7.7,
"EA19","HUR","TOT","PC_LF","M","2008-10",7.9,
"EA19","HUR","TOT","PC_LF","M","2008-11",8.1,
"EA19","HUR","TOT","PC_LF","M","2008-12",8.4,
"EA19","HUR","TOT","PC_LF","M","2009-01",8.8,
"EA19","HUR","TOT","PC_LF","M","2009-02",9.1,
"EA19","HUR","TOT","PC_LF","M","2009-03",9.4,
"EA19","HUR","TOT","PC_LF","M","2009-04",9.5,
"EA19","HUR","TOT","PC_LF","M","2009-05",9.6,
"EA19","HUR","TOT","PC_LF","M","2009-06",9.7,
"EA19","HUR","TOT","PC_LF","M","2009-07",9.8,
"EA19","HUR","TOT","PC_LF","M","2009-08",9.8,
"EA19","HUR","TOT","PC_LF","M","2009-09",10,
"EA19","HUR","TOT","PC_LF","M","2009-10",10.1,
"EA19","HUR","TOT","PC_LF","M","2009-11",10.1,
"EA19","HUR","TOT","PC_LF","M","2009-12",10.2,
"EA19","HUR","TOT","PC_LF","M","2010-01",10.2,
"EA19","HUR","TOT","PC_LF","M","2010-02",10.3,
"EA19","HUR","TOT","PC_LF","M","2010-03",10.3,
"EA19","HUR","TOT","PC_LF","M","2010-04",10.3,
"EA19","HUR","TOT","PC_LF","M","2010-05",10.3,
"EA19","HUR","TOT","PC_LF","M","2010-06",10.3,
"EA19","HUR","TOT","PC_LF","M","2010-07",10.2,
"EA19","HUR","TOT","PC_LF","M","2010-08",10.2,
"EA19","HUR","TOT","PC_LF","M","2010-09",10.2,
"EA19","HUR","TOT","PC_LF","M","2010-10",10.2,
"EA19","HUR","TOT","PC_LF","M","2010-11",10.2,
"EA19","HUR","TOT","PC_LF","M","2010-12",10.2,
"EA19","HUR","TOT","PC_LF","M","2011-01",10.1,
"EA19","HUR","TOT","PC_LF","M","2011-02",10.1,
"EA19","HUR","TOT","PC_LF","M","2011-03",10.1,
"EA19","HUR","TOT","PC_LF","M","2011-04",10,
"EA19","HUR","TOT","PC_LF","M","2011-05",10.1,
"EA19","HUR","TOT","PC_LF","M","2011-06",10.1,
"EA19","HUR","TOT","PC_LF","M","2011-07",10.2,
"EA19","HUR","TOT","PC_LF","M","2011-08",10.3,
"EA19","HUR","TOT","PC_LF","M","2011-09",10.4,
"EA19","HUR","TOT","PC_LF","M","2011-10",10.5,
"EA19","HUR","TOT","PC_LF","M","2011-11",10.7,
"EA19","HUR","TOT","PC_LF","M","2011-12",10.8,
"EA19","HUR","TOT","PC_LF","M","2012-01",10.8,
"EA19","HUR","TOT","PC_LF","M","2012-02",11,
"EA19","HUR","TOT","PC_LF","M","2012-03",11.2,
"EA19","HUR","TOT","PC_LF","M","2012-04",11.3,
"EA19","HUR","TOT","PC_LF","M","2012-05",11.3,
"EA19","HUR","TOT","PC_LF","M","2012-06",11.4,
"EA19","HUR","TOT","PC_LF","M","2012-07",11.5,
"EA19","HUR","TOT","PC_LF","M","2012-08",11.5,
"EA19","HUR","TOT","PC_LF","M","2012-09",11.7,
"EA19","HUR","TOT","PC_LF","M","2012-10",11.8,
"EA19","HUR","TOT","PC_LF","M","2012-11",11.9,
"EA19","HUR","TOT","PC_LF","M","2012-12",12,
"EA19","HUR","TOT","PC_LF","M","2013-01",12.2,
"EA19","HUR","TOT","PC_LF","M","2013-02",12.2,
"EA19","HUR","TOT","PC_LF","M","2013-03",12.2,
"EA19","HUR","TOT","PC_LF","M","2013-04",12.2,
"EA19","HUR","TOT","PC_LF","M","2013-05",12.2,
"EA19","HUR","TOT","PC_LF","M","2013-06",12.1,
"EA19","HUR","TOT","PC_LF","M","2013-07",12,
"EA19","HUR","TOT","PC_LF","M","2013-08",12,
"EA19","HUR","TOT","PC_LF","M","2013-09",12.1,
"EA19","HUR","TOT","PC_LF","M","2013-10",12,
"EA19","HUR","TOT","PC_LF","M","2013-11",12,
"EA19","HUR","TOT","PC_LF","M","2013-12",11.9,
"EA19","HUR","TOT","PC_LF","M","2014-01",12,
"EA19","HUR","TOT","PC_LF","M","2014-02",12,
"EA19","HUR","TOT","PC_LF","M","2014-03",11.9,
"EA19","HUR","TOT","PC_LF","M","2014-04",11.8,
"EA19","HUR","TOT","PC_LF","M","2014-05",11.7,
"EA19","HUR","TOT","PC_LF","M","2014-06",11.6,
"EA19","HUR","TOT","PC_LF","M","2014-07",11.6,
"EA19","HUR","TOT","PC_LF","M","2014-08",11.5,
"EA19","HUR","TOT","PC_LF","M","2014-09",11.5,
"EA19","HUR","TOT","PC_LF","M","2014-10",11.6,
"EA19","HUR","TOT","PC_LF","M","2014-11",11.6,
"EA19","HUR","TOT","PC_LF","M","2014-12",11.4,
"EA19","HUR","TOT","PC_LF","M","2015-01",11.3,
"EA19","HUR","TOT","PC_LF","M","2015-02",11.3,
"EA19","HUR","TOT","PC_LF","M","2015-03",11.3,
"EA19","HUR","TOT","PC_LF","M","2015-04",11.1,
"EA19","HUR","TOT","PC_LF","M","2015-05",11.1,
"EA19","HUR","TOT","PC_LF","M","2015-06",11,
"EA19","HUR","TOT","PC_LF","M","2015-07",10.8,
"EA19","HUR","TOT","PC_LF","M","2015-08",10.7,
"EA19","HUR","TOT","PC_LF","M","2015-09",10.7,
"EA19","HUR","TOT","PC_LF","M","2015-10",10.7,
"EA19","HUR","TOT","PC_LF","M","2015-11",10.6,
"EA19","HUR","TOT","PC_LF","M","2015-12",10.5,
"EA19","HUR","TOT","PC_LF","M","2016-01",10.4,
"EA19","HUR","TOT","PC_LF","M","2016-02",10.4,
"EA19","HUR","TOT","PC_LF","M","2016-03",10.3,
"EA19","HUR","TOT","PC_LF","M","2016-04",10.3,
