date,views,lang
2023-11-24,447,de
2023-11-25,301,de
2023-11-26,315,de
2023-11-27,417,de
2023-11-28,468,de
2023-11-29,429,de
2023-11-30,368,de
2023-12-01,390,de
2023-12-02,291,de
2023-12-03,314,de
2023-12-04,429,de
2023-12-05,467,de
2023-12-06,458,de
2023-12-07,458,de
2023-12-08,424,de
2023-12-09,367,de
2023-12-10,371,de
2023-12-11,471,de
2023-12-12,553,de
2023-12-13,597,de
2023-12-14,504,de
2023-12-15,450,de
2023-12-16,307,de
2023-12-17,326,de
2023-12-18,424,de
2023-12-19,389,de
2023-12-20,443,de
2023-12-21,437,de
2023-12-22,352,de
2023-12-23,293,de
2023-12-24,355,de
2023-12-25,333,de
2023-12-26,266,de
2023-12-27,401,de
2023-12-28,372,de
2023-12-29,335,de
2023-12-30,349,de
2023-12-31,268,de
2024-01-01,320,de
2024-01-02,473,de
2024-01-03,459,de
2024-01-04,450,de
2024-01-05,410,de
2024-01-06,342,de
2024-01-07,361,de
2024-01-08,439,de
2024-01-09,634,de
2024-01-10,810,de
2024-01-11,850,de
2024-01-12,740,de
2024-01-13,617,de
2024-01-14,654,de
2024-01-15,906,de
2024-01-16,798,de
2024-01-17,884,de
2024-01-18,833,de
2024-01-19,657,de
2024-01-20,625,de
2024-01-21,703,de
2024-01-22,874,de
2024-01-23,794,de
2024-01-24,879,de
2024-01-25,846,de
2024-01-26,601,de
2024-01-27,403,de
2024-01-28,408,de
2024-01-29,570,de
2024-01-30,687,de
2024-01-31,777,de
2024-02-01,510,de
2024-02-02,486,de
2024-02-03,381,de
2024-02-04,432,de
2024-02-05,534,de
2024-02-06,699,de
2024-02-07,623,de
2024-02-08,540,de
2024-02-09,476,de
2024-02-10,366,de
2024-02-11,417,de
2024-02-12,484,de
2024-02-13,504,de
2024-02-14,546,de
2024-02-15,509,de
2024-02-16,493,de
2024-02-17,464,de
2024-02-18,423,de
2024-02-19,534,de
2024-02-20,623,de
2024-02-21,583,de
2024-02-22,530,de
2024-02-23,439,de
2024-02-24,449,de
2024-02-25,431,de
2024-02-26,582,de
2024-02-27,572,de
2024-02-28,588,de
2024-02-29,656,de
2024-03-01,521,de
2024-03-02,403,de
2024-03-03,456,de
2024-03-04,513,de
2024-03-05,728,de
2024-03-06,619,de
2024-03-07,556,de
2024-03-08,467,de
2024-03-09,381,de
2024-03-10,456,de
2024-03-11,475,de
2024-03-12,526,de
2024-03-13,581,de
2024-03-14,440,de
2024-03-15,389,de
2024-03-16,342,de
2024-03-17,328,de
2024-03-18,488,de
2024-03-19,515,de
2024-03-20,394,de
2024-03-21,431,de
2024-03-22,428,de
2024-03-23,356,de
2024-03-24,427,de
2024-03-25,438,de
2024-03-26,440,de
2024-03-27,516,de
2024-03-28,433,de
2024-03-29,400,de
2024-03-30,323,de
2024-03-31,333,de
2024-04-01,396,de
2024-04-02,493,de
2024-04-03,502,de
2024-04-04,481,de
2024-04-05,443,de
2024-04-06,290,de
2024-04-07,417,de
2024-04-08,490,de
2024-04-09,519,de
2024-04-10,542,de
2024-04-11,538,de
2024-04-12,459,de
2024-04-13,313,de
2024-04-14,375,de
2024-04-15,580,de
2024-04-16,626,de
2024-04-17,591,de
2024-04-18,560,de
2024-04-19,473,de
2024-04-20,394,de
2024-04-21,428,de
2024-04-22,471,de
2024-04-23,511,de
2024-04-24,487,de
2024-04-25,466,de
2024-04-26,460,de
2024-04-27,330,de
2024-04-28,381,de
2024-04-29,445,de
2024-04-30,385,de
2024-05-01,396,de
2024-05-02,488,de
2024-05-03,512,de
2024-05-04,369,de
2024-05-05,414,de
2024-05-06,494,de
2024-05-07,579,de
2024-05-08,633,de
2024-05-09,380,de
2024-05-10,342,de
2024-05-11,374,de
2024-05-12,425,de
2024-05-13,495,de
2024-05-14,456,de
2024-05-15,443,de
2024-05-16,423,de
2024-05-17,444,de
2024-05-18,309,de
2024-05-19,397,de
2024-05-20,357,de
2024-05-21,450,de
2024-05-22,460,de
2024-05-23,455,de
2024-05-24,419,de
2024-05-25,331,de
2024-05-26,323,de
2024-05-27,464,de
2024-05-28,553,de
2024-05-29,438,de
2024-05-30,391,de
2024-05-31,455,de
2024-06-01,359,de
2024-06-02,371,de
2024-06-03,462,de
2024-06-04,484,de
2024-06-05,441,de
2024-06-06,459,de
2024-06-07,434,de
2024-06-08,361,de
2024-06-09,322,de
2024-06-10,537,de
2024-06-11,514,de
2024-06-12,462,de
2024-06-13,436,de
2024-06-14,436,de
2024-06-15,422,de
2024-06-16,382,de
2024-06-17,435,de
2024-06-18,448,de
2024-06-19,499,de
2024-06-20,441,de
2024-06-21,416,de
2024-06-22,338,de
2024-06-23,432,de
2024-06-24,514,de
2024-06-25,493,de
2024-06-26,416,de
2024-06-27,447,de
2024-06-28,948,de
2024-06-29,374,de
2024-06-30,391,de
2024-07-01,513,de
2024-07-02,985,de
2024-07-03,562,de
2024-07-04,475,de
2024-07-05,412,de
2024-07-06,381,de
2024-07-07,344,de
2024-07-08,448,de
2024-07-09,368,de
2024-07-10,434,de
2024-07-11,406,de
2024-07-12,378,de
2024-07-13,336,de
2024-07-14,333,de
2024-07-15,415,de
2024-07-16,600,de
2024-07-17,490,de
2024-07-18,426,de
2024-07-19,414,de
2024-07-20,269,de
2024-07-21,315,de
2024-07-22,420,de
2024-07-23,443,de
2024-07-24,442,de
2024-07-25,399,de
2024-07-26,401,de
2024-07-27,329,de
2024-07-28,333,de
2024-07-29,393,de
2024-07-30,409,de
2024-07-31,377,de
2024-08-01,441,de
2024-08-02,627,de
2024-08-03,431,de
2024-08-04,454,de
2024-08-05,653,de
2024-08-06,473,de
2024-08-07,497,de
2024-08-08,457,de
2024-08-09,523,de
2024-08-10,346,de
2024-08-11,368,de
2024-08-12,442,de
2024-08-13,457,de
2024-08-14,466,de
2024-08-15,395,de
2024-08-16,386,de
2024-08-17,327,de
2024-08-18,329,de
2024-08-19,440,de
2024-08-20,420,de
2024-08-21,446,de
2024-08-22,459,de
2024-08-23,342,de
2024-08-24,279,de
2024-08-25,400,de
2024-08-26,450,de
2024-08-27,384,de
2024-08-28,456,de
2024-08-29,428,de
2024-08-30,434,de
2024-08-31,436,de
2024-09-01,394,de
2024-09-02,469,de
2024-09-03,483,de
2024-09-04,424,de
2024-09-05,447,de
2024-09-06,448,de
2024-09-07,318,de
2024-09-08,371,de
2024-09-09,547,de
2024-09-10,487,de
2024-09-11,491,de
2024-09-12,504,de
2024-09-13,448,de
2024-09-14,343,de
2024-09-15,389,de
2024-09-16,435,de
2024-09-17,388,de
2024-09-18,497,de
2024-09-19,428,de
2024-09-20,395,de
2024-09-21,279,de
2024-09-22,410,de
2024-09-23,430,de
2024-09-24,403,de
2024-09-25,444,de
2024-09-26,459,de
2024-09-27,442,de
2024-09-28,345,de
2024-09-29,391,de
2024-09-30,533,de
2024-10-01,459,de
2024-10-02,450,de
2024-10-03,405,de
2024-10-04,430,de
2024-10-05,351,de
2024-10-06,396,de
2024-10-07,479,de
2024-10-08,401,de
2024-10-09,518,de
2024-10-10,518,de
2024-10-11,459,de
2024-10-12,319,de
2024-10-13,387,de
2024-10-14,530,de
2024-10-15,466,de
2024-10-16,477,de
2024-10-17,470,de
2024-10-18,440,de
2024-10-19,351,de
2024-10-20,477,de
2024-10-21,542,de
2024-10-22,551,de
2024-10-23,619,de
2024-10-24,470,de
2024-10-25,449,de
2024-10-26,309,de
2024-10-27,382,de
2024-10-28,505,de
2024-10-29,422,de
2024-10-30,450,de
2024-10-31,425,de
2024-11-01,393,de
2024-11-02,350,de
2024-11-03,410,de
2024-11-04,473,de
2024-11-05,503,de
2024-11-06,423,de
2024-11-07,456,de
2024-11-08,409,de
2024-11-09,305,de
2024-11-10,351,de
2024-11-11,418,de
2024-11-12,621,de
2024-11-13,469,de
2024-11-14,499,de
2024-11-15,441,de
2024-11-16,322,de
2024-11-17,423,de
2024-11-18,471,de
2024-11-19,522,de
2024-11-20,459,de
2024-11-21,462,de
2024-11-22,394,de
2024-11-23,349,de
2024-11-24,464,de
2024-11-25,516,de
2024-11-26,489,de
2024-11-27,447,de
2024-11-28,490,de
2024-11-29,460,de
2024-11-30,416,de
2024-12-01,475,de
2024-12-02,508,de
2024-12-03,473,de
2024-12-04,466,de
2024-12-05,430,de
2024-12-06,449,de
2024-12-07,386,de
2024-12-08,394,de
2024-12-09,510,de
2024-12-10,506,de
2024-12-11,471,de
2024-12-12,460,de
2024-12-13,468,de
2024-12-14,363,de
2024-12-15,427,de
2024-12-16,513,de
2024-12-17,549,de
2024-12-18,525,de
2024-12-19,539,de
2024-12-20,500,de
2024-12-21,342,de
2024-12-22,434,de
2024-12-23,350,de
2024-12-24,325,de
2024-12-25,358,de
2024-12-26,441,de
2024-12-27,435,de
2024-12-28,428,de
2024-12-29,546,de
2024-12-30,473,de
2024-12-31,382,de
2025-01-01,497,de
2025-01-02,592,de
2025-01-03,580,de
2025-01-04,437,de
2025-01-05,520,de
2025-01-06,680,de
2025-01-07,617,de
2025-01-08,678,de
2025-01-09,578,de
2025-01-10,525,de
2025-01-11,442,de
2025-01-12,517,de
2025-01-13,732,de
2025-01-14,555,de
2025-01-15,625,de
2025-01-16,629,de
2025-01-17,557,de
2025-01-18,423,de
2025-01-19,493,de
2025-01-20,574,de
2025-01-21,516,de
2025-01-22,555,de
2025-01-23,557,de
2025-01-24,521,de
2025-01-25,398,de
2025-01-26,576,de
2025-01-27,654,de
2025-01-28,587,de
2025-01-29,593,de
2025-01-30,541,de
2025-01-31,593,de
2025-02-01,396,de
2025-02-02,419,de
2025-02-03,491,de
2025-02-04,539,de
2025-02-05,462,de
2025-02-06,510,de
2025-02-07,457,de
2025-02-08,358,de
2025-02-09,408,de
2025-02-10,486,de
2025-02-11,491,de
2025-02-12,559,de
2025-02-13,538,de
2025-02-14,428,de
2025-02-15,406,de
2025-02-16,371,de
2025-02-17,514,de
2025-02-18,466,de
2025-02-19,573,de
2025-02-20,483,de
2025-02-21,473,de
2025-02-22,368,de
2025-02-23,371,de
2025-02-24,601,de
2025-02-25,621,de
2025-02-26,597,de
2025-02-27,594,de
2025-02-28,578,de
2025-03-01,403,de
2025-03-02,419,de
2025-03-03,480,de
2025-03-04,476,de
2025-03-05,532,de
2025-03-06,619,de
2025-03-07,602,de
2025-03-08,336,de
2025-03-09,329,de
2025-03-10,551,de
2025-03-11,507,de
2025-03-12,605,de
2025-03-13,516,de
2025-03-14,489,de
2025-03-15,683,de
2025-03-16,527,de
2025-03-17,510,de
2025-03-18,540,de
2025-03-19,782,de
2025-03-20,540,de
2025-03-21,500,de
2025-03-22,411,de
2025-03-23,600,de
2025-03-24,693,de
2025-03-25,611,de
2025-03-26,500,de
2025-03-27,455,de
2025-03-28,374,de
2025-03-29,311,de
2025-03-30,346,de
2025-03-31,444,de
2025-04-01,428,de
2025-04-02,415,de
2025-04-03,416,de
2025-04-04,346,de
2025-04-05,291,de
2025-04-06,340,de
2025-04-07,449,de
2025-04-08,421,de
2025-04-09,526,de
2025-04-10,442,de
2025-04-11,415,de
2025-04-12,297,de
2025-04-13,375,de
2025-04-14,445,de
2025-04-15,435,de
2025-04-16,410,de
2025-04-17,356,de
2025-04-18,337,de
2025-04-19,275,de
2025-04-20,288,de
2025-04-21,378,de
2025-04-22,374,de
2025-04-23,446,de
2025-04-24,383,de
2025-04-25,391,de
2025-04-26,312,de
2025-04-27,385,de
2025-04-28,483,de
2025-04-29,432,de
2025-04-30,335,de
2025-05-01,248,de
2025-05-02,375,de
2025-05-03,273,de
2025-05-04,301,de
2025-05-05,398,de
2025-05-06,450,de
2025-05-07,422,de
2025-05-08,423,de
2025-05-09,382,de
2025-05-10,243,de
2025-05-11,280,de
2025-05-12,369,de
2025-05-13,352,de
2025-05-14,381,de
2025-05-15,344,de
2025-05-16,335,de
2025-05-17,264,de
2025-05-18,298,de
2025-05-19,351,de
2025-05-20,379,de
2025-05-21,376,de
2025-05-22,311,de
2025-05-23,292,de
2025-05-24,225,de
2025-05-25,280,de
2025-05-26,371,de
2025-05-27,361,de
2025-05-28,288,de
2025-05-29,285,de
2025-05-30,258,de
2025-05-31,207,de
2025-06-01,239,de
2025-06-02,297,de
2025-06-03,257,de
2025-06-04,309,de
2025-06-05,283,de
2025-06-06,276,de
2025-06-07,232,de
2025-06-08,246,de
2025-06-09,229,de
2025-06-10,230,de
2025-06-11,267,de
2025-06-12,250,de
2025-06-13,225,de
2025-06-14,241,de
2025-06-15,269,de
2025-06-16,266,de
2025-06-17,293,de
2025-06-18,329,de
2025-06-19,335,de
2025-06-20,240,de
2025-06-21,233,de
2025-06-22,226,de
2025-06-23,342,de
2025-06-24,401,de
2025-06-25,314,de
2025-06-26,274,de
2025-06-27,276,de
2025-06-28,206,de
2025-06-29,258,de
2025-06-30,280,de
2025-07-01,275,de
2025-07-02,280,de
2025-07-03,243,de
2025-07-04,220,de
2025-07-05,158,de
2025-07-06,226,de
2025-07-07,225,de
2025-07-08,227,de
2025-07-09,262,de
2025-07-10,248,de
2025-07-11,184,de
2025-07-12,223,de
2025-07-13,269,de
2025-07-14,222,de
2025-07-15,285,de
2025-07-16,293,de
2025-07-17,296,de
2025-07-18,212,de
2025-07-19,205,de
2025-07-20,200,de
2025-07-21,317,de
2025-07-22,315,de
2025-07-23,321,de
2025-07-24,301,de
2025-07-25,329,de
2025-07-26,241,de
2025-07-27,318,de
2025-07-28,345,de
2025-07-29,331,de
2025-07-30,303,de
2025-07-31,362,de
2025-08-01,341,de
2025-08-02,263,de
2025-08-03,263,de
2025-08-04,355,de
2025-08-05,365,de
2025-08-06,318,de
2025-08-07,368,de
2025-08-08,269,de
2025-08-09,257,de
2025-08-10,261,de
2025-08-11,298,de
2025-08-12,299,de
2025-08-13,335,de
2025-08-14,282,de
2025-08-15,290,de
2025-08-16,251,de
2025-08-17,285,de
2025-08-18,306,de
2025-08-19,280,de
2025-08-20,301,de
2025-08-21,338,de
2025-08-22,322,de
2025-08-23,237,de
2025-08-24,248,de
2025-08-25,330,de
2025-08-26,303,de
2025-08-27,363,de
2025-08-28,333,de
2025-08-29,285,de
2025-08-30,259,de
2025-08-31,226,de
2025-09-01,387,de
2025-09-02,290,de
2025-09-03,245,de
2025-09-04,307,de
2025-09-05,342,de
2025-09-06,290,de
2025-09-07,327,de
2025-09-08,265,de
2025-09-09,358,de
2025-09-10,278,de
2025-09-11,277,de
2025-09-12,266,de
2025-09-13,214,de
2025-09-14,216,de
2025-09-15,298,de
2025-09-16,312,de
2025-09-17,339,de
2025-09-18,273,de
2025-09-19,246,de
2025-09-20,250,de
2025-09-21,238,de
2025-09-22,319,de
2025-09-23,407,de
2025-09-24,246,de
2025-09-25,308,de
2025-09-26,251,de
2025-09-27,237,de
2025-09-28,223,de
2025-09-29,324,de
2025-09-30,362,de
2025-10-01,378,de
2025-10-02,249,de
2025-10-03,263,de
2025-10-04,205,de
2025-10-05,275,de
2025-10-06,299,de
2025-10-07,362,de
2025-10-08,317,de
2025-10-09,340,de
2025-10-10,265,de
2025-10-11,224,de
2025-10-12,320,de
2025-10-13,359,de
2025-10-14,321,de
2025-10-15,322,de
2025-10-16,376,de
2025-10-17,360,de
2025-10-18,258,de
2025-10-19,314,de
2025-10-20,407,de
2025-10-21,339,de
2025-10-22,325,de
2025-10-23,303,de
2025-10-24,328,de
2025-10-25,281,de
2025-10-26,293,de
2025-10-27,346,de
2025-10-28,293,de
2025-10-29,368,de
2025-10-30,347,de
2025-10-31,299,de
2025-11-01,228,de
2025-11-02,347,de
2025-11-03,397,de
2025-11-04,358,de
2025-11-05,348,de
2025-11-06,274,de
2025-11-07,267,de
2025-11-08,229,de
2025-11-09,295,de
2025-11-10,347,de
2025-11-11,374,de
2025-11-12,348,de
2025-11-13,328,de
2025-11-14,313,de
2025-11-15,203,de
2025-11-16,284,de
2025-11-17,363,de
2025-11-18,369,de
2025-11-19,339,de
2025-11-20,350,de
2025-11-21,292,de
2025-11-22,218,de
2025-11-23,260,de
2025-11-24,378,de
2025-11-25,306,de
2025-11-26,333,de
2025-11-27,260,de
2025-11-28,289,de
2025-11-29,266,de
2025-11-30,293,de
2025-12-01,313,de
2025-12-02,272,de
2025-12-03,282,de
2025-12-04,293,de
2025-12-05,278,de
2025-12-06,192,de
2025-12-07,249,de
2025-12-08,295,de
2025-12-09,475,de
2025-12-10,351,de
2025-12-11,342,de
2025-12-12,310,de
2025-12-13,253,de
2025-12-14,223,de
2025-12-15,263,de
2025-12-16,305,de
2025-12-17,322,de
2025-12-18,249,de
2025-12-19,340,de
2025-12-20,336,de
2025-12-21,495,de
2025-12-22,473,de
2025-12-23,480,de
2025-12-24,367,de
2025-12-25,488,de
2025-12-26,416,de
2025-12-27,366,de
2025-12-28,482,de
2025-12-29,531,de
2025-12-30,424,de
2025-12-31,356,de
2026-01-01,185,de
2026-01-02,431,de
2026-01-03,401,de
2026-01-04,478,de
2026-01-05,463,de
2026-01-06,561,de
2026-01-07,550,de
2026-01-08,596,de
2026-01-09,662,de
2026-01-10,631,de
2026-01-11,674,de
2026-01-12,465,de
2026-01-13,431,de
2026-01-14,367,de
2026-01-15,516,de
2026-01-16,727,de
2026-01-17,410,de
2026-01-18,434,de
2026-01-19,395,de
2026-01-20,543,de
2026-01-21,380,de
2026-01-22,319,de
2026-01-23,321,de
2026-01-24,277,de
2026-01-25,243,de
2026-01-26,317,de
2026-01-27,359,de
2026-01-28,422,de
2026-01-29,299,de
2026-01-30,261,de
2026-01-31,303,de
2026-02-01,312,de
2026-02-02,334,de
2026-02-03,383,de
2026-02-04,295,de
2026-02-05,303,de
2026-02-06,280,de
2026-02-07,192,de
2026-02-08,216,de
2026-02-09,293,de
2026-02-10,289,de
2026-02-11,268,de
2026-02-12,274,de
2026-02-13,291,de
2026-02-14,217,de
2026-02-15,238,de
2026-02-16,325,de
2026-02-17,322,de
2026-02-18,244,de
2026-02-19,294,de
2026-02-20,272,de
2026-02-21,244,de
2026-02-22,264,de
2026-02-23,300,de
2026-02-24,275,de
2026-02-25,243,de
2026-02-26,257,de
2026-02-27,231,de
2026-02-28,212,de
2026-03-01,177,de
2026-03-02,246,de
2026-03-03,280,de
2026-03-04,240,de
2026-03-05,205,de
2026-03-06,324,de
2026-03-07,203,de
2026-03-08,242,de
2026-03-09,340,de
2026-03-10,301,de
2026-03-11,284,de
2026-03-12,359,de
2026-03-13,257,de
2026-03-14,301,de
2026-03-15,252,de
2026-03-16,311,de
2026-03-17,322,de
2026-03-18,302,de
2026-03-19,293,de
2026-03-20,284,de
2026-03-21,203,de
2026-03-22,216,de
2026-03-23,306,de
2026-03-24,287,de
2026-03-25,314,de
2026-03-26,311,de
2026-03-27,264,de
2026-03-28,240,de
2026-03-29,302,de
2026-03-30,270,de
2026-03-31,295,de
2026-04-01,305,de
2026-04-02,270,de
2026-04-03,248,de
2026-04-04,264,de
2026-04-05,255,de
2026-04-06,243,de
2026-04-07,336,de
2026-04-08,249,de
2026-04-09,268,de
2026-04-10,258,de
2026-04-11,200,de
2026-04-12,235,de
2026-04-13,271,de
2026-04-14,275,de
2026-04-15,315,de
2022-01-01,22,el
2022-01-02,31,el
2022-01-03,23,el
2022-01-04,18,el
2022-01-05,20,el
2022-01-06,24,el
2022-01-07,16,el
2022-01-08,27,el
2022-01-09,39,el
2022-01-10,25,el
2022-01-11,27,el
2022-01-12,20,el
2022-01-13,19,el
2022-01-14,28,el
2022-01-15,23,el
2022-01-16,22,el
2022-01-17,40,el
2022-01-18,35,el
2022-01-19,38,el
2022-01-20,33,el
2022-01-21,26,el
2022-01-22,25,el
2022-01-23,38,el
2022-01-24,18,el
2022-01-25,31,el
2022-01-26,39,el
2022-01-27,39,el
2022-01-28,27,el
2022-01-29,16,el
2022-01-30,40,el
2022-01-31,34,el
2022-02-01,36,el
2022-02-02,38,el
2022-02-03,28,el
2022-02-04,27,el
2022-02-05,26,el
2022-02-06,21,el
2022-02-07,31,el
2022-02-08,34,el
2022-02-09,25,el
2022-02-10,35,el
2022-02-11,28,el
2022-02-12,40,el
2022-02-13,22,el
2022-02-14,30,el
2022-02-15,38,el
2022-02-16,36,el
2022-02-17,30,el
2022-02-18,26,el
2022-02-19,31,el
2022-02-20,32,el
2022-02-21,27,el
2022-02-22,40,el
2022-02-23,37,el
2022-02-24,27,el
2022-02-25,40,el
2022-02-26,29,el
2022-02-27,33,el
2022-02-28,38,el
2022-03-01,34,el
2022-03-02,24,el
2022-03-03,54,el
2022-03-04,33,el
2022-03-05,32,el
2022-03-06,25,el
2022-03-07,30,el
2022-03-08,35,el
2022-03-09,28,el
2022-03-10,25,el
2022-03-11,45,el
2022-03-12,23,el
2022-03-13,26,el
2022-03-14,38,el
2022-03-15,27,el
2022-03-16,34,el
2022-03-17,21,el
2022-03-18,26,el
2022-03-19,23,el
2022-03-20,36,el
2022-03-21,21,el
2022-03-22,19,el
2022-03-23,34,el
2022-03-24,18,el
2022-03-25,21,el
2022-03-26,20,el
2022-03-27,18,el
2022-03-28,25,el
2022-03-29,26,el
2022-03-30,19,el
2022-03-31,20,el
2022-04-01,30,el
2022-04-02,26,el
2022-04-03,20,el
2022-04-04,30,el
2022-04-05,33,el
2022-04-06,24,el
2022-04-07,22,el
2022-04-08,23,el
2022-04-09,14,el
2022-04-10,18,el
2022-04-11,23,el
2022-04-12,28,el
2022-04-13,20,el
2022-04-14,18,el
2022-04-15,17,el
2022-04-16,12,el
2022-04-17,13,el
2022-04-18,22,el
2022-04-19,18,el
2022-04-20,14,el
2022-04-21,12,el
2022-04-22,18,el
2022-04-23,20,el
2022-04-24,11,el
2022-04-25,26,el
2022-04-26,25,el
2022-04-27,12,el
2022-04-28,37,el
2022-04-29,16,el
2022-04-30,17,el
2022-05-01,15,el
2022-05-02,20,el
2022-05-03,39,el
2022-05-04,12,el
2022-05-05,15,el
2022-05-06,10,el
2022-05-07,26,el
2022-05-08,29,el
2022-05-09,11,el
2022-05-10,17,el
2022-05-11,15,el
2022-05-12,10,el
2022-05-13,20,el
2022-05-14,9,el
2022-05-15,14,el
2022-05-16,23,el
2022-05-17,14,el
2022-05-18,18,el
2022-05-19,18,el
2022-05-20,11,el
2022-05-21,23,el
2022-05-22,15,el
2022-05-23,13,el
2022-05-24,31,el
2022-05-25,14,el
2022-05-26,21,el
2022-05-27,27,el
2022-05-28,21,el
2022-05-29,17,el
2022-05-30,24,el
2022-05-31,16,el
2022-06-01,18,el
2022-06-02,31,el
2022-06-03,11,el
2022-06-04,14,el
2022-06-05,14,el
2022-06-06,10,el
2022-06-07,14,el
2022-06-08,18,el
2022-06-09,20,el
2022-06-10,8,el
2022-06-11,18,el
2022-06-12,10,el
2022-06-13,15,el
2022-06-14,13,el
2022-06-15,14,el
2022-06-16,12,el
2022-06-17,12,el
2022-06-18,18,el
2022-06-19,13,el
2022-06-20,18,el
2022-06-21,24,el
2022-06-22,16,el
2022-06-23,24,el
2022-06-24,13,el
2022-06-25,12,el
2022-06-26,8,el
2022-06-27,16,el
2022-06-28,22,el
2022-06-29,17,el
2022-06-30,20,el
2022-07-01,22,el
2022-07-02,15,el
2022-07-03,10,el
2022-07-04,16,el
2022-07-05,22,el
2022-07-06,9,el
2022-07-07,7,el
2022-07-08,21,el
2022-07-09,15,el
2022-07-10,10,el
2022-07-11,12,el
2022-07-12,14,el
2022-07-13,14,el
2022-07-14,9,el
2022-07-15,14,el
2022-07-16,9,el
2022-07-17,10,el
2022-07-18,10,el
2022-07-19,8,el
2022-07-20,11,el
2022-07-21,8,el
2022-07-22,17,el
2022-07-23,11,el
2022-07-24,9,el
2022-07-25,12,el
2022-07-26,15,el
2022-07-27,8,el
2022-07-28,8,el
2022-07-29,6,el
2022-07-30,12,el
2022-07-31,10,el
2022-08-01,11,el
2022-08-02,17,el
2022-08-03,13,el
2022-08-04,12,el
2022-08-05,15,el
2022-08-06,20,el
2022-08-07,20,el
2022-08-08,9,el
2022-08-09,9,el
2022-08-10,16,el
2022-08-11,14,el
2022-08-12,12,el
2022-08-13,14,el
2022-08-14,11,el
2022-08-15,34,el
2022-08-16,16,el
2022-08-17,13,el
2022-08-18,14,el
2022-08-19,12,el
2022-08-20,9,el
2022-08-21,7,el
2022-08-22,7,el
2022-08-23,6,el
2022-08-24,19,el
2022-08-25,17,el
2022-08-26,11,el
2022-08-27,10,el
2022-08-28,11,el
2022-08-29,13,el
2022-08-30,10,el
2022-08-31,19,el
2022-09-01,14,el
2022-09-02,10,el
2022-09-03,14,el
2022-09-04,9,el
2022-09-05,16,el
2022-09-06,26,el
2022-09-07,15,el
2022-09-08,11,el
2022-09-09,20,el
2022-09-10,14,el
2022-09-11,20,el
2022-09-12,13,el
2022-09-13,17,el
2022-09-14,13,el
2022-09-15,15,el
2022-09-16,13,el
2022-09-17,15,el
2022-09-18,13,el
2022-09-19,17,el
2022-09-20,31,el
2022-09-21,14,el
2022-09-22,17,el
2022-09-23,16,el
2022-09-24,13,el
2022-09-25,12,el
2022-09-26,50,el
2022-09-27,58,el
2022-09-28,20,el
2022-09-29,31,el
2022-09-30,20,el
2022-10-01,16,el
2022-10-02,17,el
2022-10-03,25,el
2022-10-04,27,el
2022-10-05,25,el
2022-10-06,15,el
2022-10-07,16,el
2022-10-08,13,el
2022-10-09,9,el
2022-10-10,16,el
2022-10-11,23,el
2022-10-12,18,el
2022-10-13,13,el
2022-10-14,21,el
2022-10-15,17,el
2022-10-16,32,el
2022-10-17,15,el
2022-10-18,16,el
2022-10-19,19,el
2022-10-20,16,el
2022-10-21,15,el
2022-10-22,17,el
2022-10-23,32,el
2022-10-24,17,el
2022-10-25,17,el
2022-10-26,14,el
2022-10-27,20,el
2022-10-28,22,el
2022-10-29,17,el
2022-10-30,21,el
2022-10-31,27,el
2022-11-01,70,el
2022-11-02,11,el
2022-11-03,19,el
2022-11-04,17,el
2022-11-05,8,el
2022-11-06,22,el
2022-11-07,19,el
2022-11-08,19,el
2022-11-09,10,el
2022-11-10,17,el
2022-11-11,16,el
2022-11-12,22,el
2022-11-13,10,el
2022-11-14,16,el
2022-11-15,30,el
2022-11-16,8,el
2022-11-17,20,el
2022-11-18,12,el
2022-11-19,11,el
2022-11-20,17,el
2022-11-21,35,el
2022-11-22,37,el
2022-11-23,21,el
2022-11-24,17,el
2022-11-25,24,el
2022-11-26,16,el
2022-11-27,13,el
2022-11-28,20,el
2022-11-29,15,el
2022-11-30,21,el
2022-12-01,26,el
2022-12-02,21,el
2022-12-03,17,el
2022-12-04,10,el
2022-12-05,14,el
2022-12-06,16,el
2022-12-07,24,el
2022-12-08,17,el
2022-12-09,11,el
2022-12-10,13,el
2022-12-11,6,el
2022-12-12,19,el
2022-12-13,19,el
2022-12-14,13,el
2022-12-15,17,el
2022-12-16,17,el
2022-12-17,10,el
2022-12-18,13,el
2022-12-19,14,el
2022-12-20,19,el
2022-12-21,16,el
2022-12-22,11,el
2022-12-23,9,el
2022-12-24,11,el
2022-12-25,11,el
2022-12-26,12,el
2022-12-27,11,el
2022-12-28,17,el
2022-12-29,20,el
2022-12-30,21,el
2022-12-31,13,el
2023-01-01,15,el
2023-01-02,10,el
2023-01-03,12,el
2023-01-04,15,el
2023-01-05,13,el
2023-01-06,16,el
2023-01-07,8,el
2023-01-08,11,el
2023-01-09,16,el
2023-01-10,21,el
2023-01-11,6,el
2023-01-12,12,el
2023-01-13,18,el
2023-01-14,12,el
2023-01-15,6,el
2023-01-16,13,el
2023-01-17,20,el
2023-01-18,16,el
2023-01-19,18,el
2023-01-20,11,el
2023-01-21,9,el
2023-01-22,19,el
2023-01-23,15,el
2023-01-24,25,el
2023-01-25,12,el
2023-01-26,3,el
2023-01-27,23,el
2023-01-28,14,el
2023-01-29,11,el
2023-01-30,21,el
2023-01-31,11,el
2023-02-01,17,el
2023-02-02,18,el
